Place ID,ID_GERADO,ChIJ-SApQ2l_mQARnALEEfr3Yy8,ChIJP6FKmNV_mQAR3gKVAdeEyZ0,ChIJUSQw7WF_mQARQKXFPmK9_6A,ChIJDYuIul1-mQAR5XRi7ogx8_U,ChIJf1woiGR_mQARyXRjaTaeIBc,ChIJ0QTJyWF_mQAR4t3oNko2kQo,ChIJA0tgM6PVmwARYbqb7Eo9VO4,ChIJaXW-F2R_mQARjtqcwUcZSfM,ChIJXbKphbbVmwARkyFh0LoSTOY,ChIJvch0AuKBmQARa8EZwQfXKO4,ChIJrUO6YFDVmwARA_xn-WO3k3U,ChIJ8bDN5_Z-mQAROixoqiaG1gY,ChIJDYuIul1-mQARAafCRTkkdAQ,ChIJV30alGR_mQARXw03wD-LgiI,ChIJY5-Azn1_mQAR1nohflxBA_8,ChIJr02tNYV_mQARYiP3ZAzKpZ8,ChIJKTscSaV-mQARELVVUvouOCA,ChIJzyDl_eV-mQAReMW7fLq8c1o,ChIJRQHQkQ1_mQARfRZwxYdugdA,ChIJfw5LPHjVmwARI8TbAsKq5CQ,ChIJm2g1bV9_mQARapHw1bCoth8,ChIJn-4P7Fh_mQARpnoOXO4uihM,ChIJIe1CNFl_mQARG8VNRU8zMXY,ChIJoaaal6V-mQARN2GhWM0H4A0,ChIJ_daeFfB-mQARRgals-wQ6eQ,ChIJA-SWwIZ_mQARZhCvr4FdDjs,ChIJS1nNgmd_mQARQzyarreSaEM,ChIJ8wnYC-9_mQARcI4__yOG8TM,ChIJGx7BXoh-mQARK_B4SbrTjTI,ChIJ0d1kUQp-mQARZ17Wa3A9NKc,ChIJfVzFqCPVmwARUBFlJIm6e8k,ChIJ6ZhYkbd9mQARJJ0N13gYnw4,ChIJabwOd29_mQARKGuNjNLqwuM,ChIJIVr_4xB-mQARA3_foQEaiIA,ChIJiS4yHPp-mQARAgzgz4kGrs8,ChIJ3Vt-cOKBmQARV_PYv8SfH2A,ChIJcSsrEEd8mQARzsVXC8nv8uk,ChIJ4zqbyNV_mQAR_BSfApu9sEY
ChIJvch0AuKBmQARa8EZwQfXKO4,"0,38","0,16","0,5758333333","0,09277777778","0,2772222222","0,09944444444","0,0475","0,3955555556","0,07333333333","0,4358333333",0,"0,2611111111","0,3","0,2558333333","0,08805555556","0,1563888889","0,2083333333","0,3811111111","0,2758333333","0,1472222222","0,3313888889","0,055","0,3288888889","0,2047222222","0,375","0,2922222222","0,2244444444","0,1483333333","0,305","0,2980555556","0,3502777778","0,4166666667","0,3827777778","0,1177777778","0,3855555556","0,2694444444","0,1147222222","0,4480555556","0,8286111111"
ChIJrUO6YFDVmwARA_xn-WO3k3U,"0,51","0,3463888889","0,5419444444","0,385","0,4075","0,3672222222","0,3202777778","0,3466666667","0,3655555556","0,3108333333","0,4083333333",0,"0,4225","0,3861111111","0,3561111111","0,3577777778","0,3111111111","0,5091666667","0,3702777778","0,2911111111","0,2825","0,3136111111","0,4538888889","0,3866666667","0,5030555556","0,3866666667","0,3275","0,4186111111","0,2672222222","0,4283333333","0,4805555556","0,1880555556","0,5130555556","0,3677777778","0,5161111111","0,4027777778","0,2777777778","0,5511111111","0,8119444444"
ChIJ8bDN5_Z-mQAROixoqiaG1gY,"0,2488888889","0,2113888889","0,5758333333","0,3244444444","0,1463888889","0,2775","0,3294444444","0,3208333333","0,2786111111","0,3608333333","0,2819444444","0,395",0,"0,1258333333","0,2833333333","0,3788888889","0,3","0,2588888889","0,1388888889","0,1819444444","0,2566666667","0,3113888889","0,2658333333","0,2494444444","0,2583333333","0,1","0,3163888889","0,2866666667","0,3305555556","0,1494444444","0,2194444444","0,4338888889","0,2519444444","0,2988888889","0,2527777778","0,05944444444","0,3405555556","0,2675","0,6986111111"
ChIJDYuIul1-mQARAafCRTkkdAQ,"0,1522222222","0,1697222222","0,5438888889","0,2888888889","0,04111111111","0,2422222222","0,2941666667","0,2886111111","0,2430555556","0,3288888889","0,2466666667","0,3627777778","0,1611111111",0,"0,2477777778","0,3436111111","0,2552777778","0,2641666667","0,2019444444","0,1375","0,2247222222","0,2761111111","0,2269444444","0,2061111111","0,2636111111","0,1627777778","0,2716666667","0,2513888889","0,2858333333","0,1055555556","0,1225","0,4016666667","0,1902777778","0,2541666667","0,1697222222","0,1305555556","0,3016666667","0,2727777778","0,6155555556"
ChIJV30alGR_mQARXw03wD-LgiI,"0,3572222222","0,1402777778","0,5269444444","0,07333333333","0,2547222222","0,01111111111","0,1083333333","0,3730555556","0,03166666667","0,4130555556","0,1522222222","0,2822222222","0,2775","0,2333333333",0,"0,1663888889","0,2183333333","0,3883333333","0,2491666667","0,1169444444","0,3088888889","0,1136111111","0,3025","0,1847222222","0,3822222222","0,2658333333","0,2344444444","0,1622222222","0,315","0,2755555556","0,3277777778","0,4375","0,3602777778","0,05472222222","0,3552777778","0,2469444444","0,1533333333","0,4302777778","0,8058333333"
ChIJY5-Azn1_mQAR1nohflxBA_8,"0,4744444444","0,3075","0,5725","0,2752777778","0,3719444444","0,2130555556","0,2127777778","0,4358333333","0,2336111111","0,4761111111","0,2805555556","0,2847222222","0,3947222222","0,3502777778","0,2016666667",0,"0,1822222222","0,4919444444","0,3616666667","0,2522222222","0,3719444444","0,2466666667","0,415","0,3477777778","0,4858333333","0,3783333333","0,1986111111","0,2905555556","0,2661111111","0,3925","0,4447222222","0,4402777778","0,4775","0,2566666667","0,4772222222","0,3641666667","0,2255555556","0,5586111111","0,9230555556"
ChIJr02tNYV_mQARYiP3ZAzKpZ8,"0,3158333333","0,1488888889","0,4136111111","0,2205555556","0,2130555556","0,2027777778","0,2027777778","0,2886111111","0,2008333333","0,3286111111","0,2255555556","0,2427777778","0,2358333333","0,1916666667","0,1916666667","0,1533333333",0,"0,3419444444","0,2030555556","0,09333333333","0,2244444444","0,2366666667","0,2561111111","0,1891666667","0,3358333333","0,2194444444","0,02777777778","0,2302777778","0,1402777778","0,2338888889","0,2861111111","0,4016666667","0,3186111111","0,1702777778","0,3186111111","0,2052777778","0,2152777778","0,3838888889","0,7641666667"
ChIJKTscSaV-mQARELVVUvouOCA,"0,33","0,2302777778","0,6155555556","0,3433333333","0,2063888889","0,2963888889","0,2830555556","0,3605555556","0,2975","0,4008333333","0,3008333333","0,4205555556","0,2077777778","0,2230555556","0,3022222222","0,3266666667","0,32",0,"0,1555555556","0,2019444444","0,2963888889","0,2808333333","0,1897222222","0,2683333333","0,04055555556","0,1722222222","0,3361111111","0,3055555556","0,4430555556","0,1513888889","0,2852777778","0,4736111111","0,2663888889","0,3177777778","0,3497222222","0,2041666667","0,2644444444","0,1880555556","0,7955555556"
ChIJzyDl_eV-mQAReMW7fLq8c1o,"0,2802777778","0,1727777778","0,52","0,2855555556","0,1775","0,2388888889","0,2908333333","0,2647222222","0,2397222222","0,305","0,2430555556","0,3391666667","0,08916666667","0,1569444444","0,2444444444","0,3402777778","0,2613888889","0,2488888889",0,"0,1433333333","0,2008333333","0,2727777778","0,2272222222","0,2108333333","0,2194444444","0,05333333333","0,2775","0,2477777778","0,2916666667","0,1611111111","0,2505555556","0,3777777778","0,2830555556","0,26","0,2838888889","0,1047222222","0,3019444444","0,2575","0,7297222222"
ChIJRQHQkQ1_mQARfRZwxYdugdA,"0,2747222222","0,1338888889","0,4666666667","0,18","0,1719444444","0,2063888889","0,2002777778","0,2963888889","0,1602777778","0,3363888889","0,2108333333","0,2883333333","0,2041666667","0,1505555556","0,195","0,2388888889","0,1552777778","0,2747222222","0,1802777778",0,"0,2322222222","0,22","0,2063888889","0,1744444444","0,2686111111","0,2058333333","0,1713888889","0,2155555556","0,1855555556","0,1927777778","0,245","0,4094444444","0,2775","0,1297222222","0,2380555556","0,1736111111","0,2261111111","0,33","0,6983333333"
ChIJfw5LPHjVmwARI8TbAsKq5CQ,"0,4030555556","0,3011111111","0,435","0,4138888889","0,3005555556","0,3672222222","0,4111111111","0,14","0,3683333333","0,18","0,3716666667","0,2330555556","0,3155555556","0,2791666667","0,4","0,3991666667","0,3052777778","0,4022222222","0,2633333333","0,2633333333",0,"0,405","0,3455555556","0,3391666667","0,3961111111","0,2797222222","0,3213888889","0,3763888889","0,2413888889","0,3213888889","0,3736111111","0,3211111111","0,4061111111","0,38","0,4091666667","0,3019444444","0,3691666667","0,4444444444","0,7133333333"
ChIJm2g1bV9_mQARapHw1bCoth8,"0,3330555556","0,1680555556","0,5730555556","0,2263888889","0,2302777778","0,1797222222","0,2316666667","0,3486111111","0,1805555556","0,3888888889","0,1841666667","0,3955555556","0,2530555556","0,2088888889","0,1852777778","0,2811111111","0,2613888889","0,3463888889","0,2255555556","0,1433333333","0,2844444444",0,"0,2786111111","0,1555555556","0,3402777778","0,255","0,2777777778","0,1888888889","0,2919444444","0,2511111111","0,3033333333","0,4616666667","0,3358333333","0,2083333333","0,3358333333","0,2225","0,2666666667","0,4183333333","0,7813888889"
ChIJn-4P7Fh_mQARpnoOXO4uihM,"0,4241666667","0,2297222222","0,5566666667","0,1622222222","0,3213888889","0,1258333333","0,09333333333","0,3816666667","0,1427777778","0,4219444444","0,1858333333","0,2308333333","0,3444444444","0,3","0,1144444444","0,1369444444","0,1888888889","0,3411111111","0,3166666667","0,2166666667","0,3177777778","0,09111111111",0,"0,2466666667","0,335","0,3461111111","0,2052777778","0,1958333333","0,2552777778","0,3422222222","0,3944444444","0,3863888889","0,4272222222","0,1691666667","0,4269444444","0,3136111111","0,07472222222","0,4077777778","0,8727777778"
ChIJIe1CNFl_mQARG8VNRU8zMXY,"0,3183333333","0,1536111111","0,5583333333","0,2119444444","0,2158333333","0,1652777778","0,2172222222","0,3341666667","0,1661111111","0,3741666667","0,1694444444","0,3811111111","0,2386111111","0,1944444444","0,1708333333","0,2666666667","0,2469444444","0,35","0,2108333333","0,1288888889","0,27","0,1991666667","0,2641666667",0,"0,3438888889","0,2405555556","0,2630555556","0,1741666667","0,2772222222","0,2366666667","0,2888888889","0,4472222222","0,3213888889","0,1938888889","0,3211111111","0,2080555556","0,2522222222","0,4038888889","0,7669444444"
ChIJoaaal6V-mQARN2GhWM0H4A0,"0,3352777778","0,2352777778","0,6208333333","0,3483333333","0,2113888889","0,3013888889","0,2880555556","0,3655555556","0,3025","0,4058333333","0,3058333333","0,4255555556","0,2130555556","0,2280555556","0,3072222222","0,3319444444","0,325","0,05111111111","0,1608333333","0,2069444444","0,3016666667","0,2861111111","0,1947222222","0,2736111111",0,"0,1772222222","0,4","0,3105555556","0,3552777778","0,1563888889","0,2902777778","0,4786111111","0,2752777778","0,3227777778","0,355","0,2091666667","0,2694444444","0,1972222222","0,8008333333"
ChIJ_daeFfB-mQARRgals-wQ6eQ,"0,2644444444","0,1577777778","0,505","0,2705555556","0,1616666667","0,2238888889","0,2758333333","0,25","0,2247222222","0,29","0,2283333333","0,3241666667","0,06833333333","0,1411111111","0,2294444444","0,3252777778","0,2463888889","0,2280555556","0,06777777778","0,1283333333","0,1858333333","0,2577777778","0,2125","0,1958333333","0,2277777778",0,"0,2625","0,2330555556","0,2766666667","0,1405555556","0,2347222222","0,3630555556","0,2672222222","0,245","0,2680555556","0,08888888889","0,2869444444","0,2366666667","0,7138888889"
ChIJA-SWwIZ_mQARZhCvr4FdDjs,"0,3327777778","0,1658333333","0,4308333333","0,2372222222","0,2302777778","0,175","0,1747222222","0,3055555556","0,1955555556","0,3458333333","0,2425","0,2308333333","0,2530555556","0,2088888889","0,1636111111","0,1255555556","0,04083333333","0,3591666667","0,2202777778","0,1105555556","0,2416666667","0,2088888889","0,2733333333","0,2063888889","0,3530555556","0,2366666667",0,"0,2475","0,1575","0,2511111111","0,3030555556","0,3863888889","0,3358333333","0,1875","0,3355555556","0,2225","0,1875","0,4011111111","0,7813888889"
ChIJS1nNgmd_mQARQzyarreSaEM,"0,3286111111","0,1088888889","0,5683333333","0,1033333333","0,2261111111","0,05638888889","0,1083333333","0,3441666667","0,0575","0,3844444444","0,06083333333","0,2725","0,2488888889","0,2044444444","0,06222222222","0,1577777778","0,2097222222","0,3633333333","0,2244444444","0,09916666667","0,2802777778","0,09027777778","0,2777777778","0,1533333333","0,3572222222","0,2411111111","0,2261111111",0,"0,2677777778","0,2466666667","0,2988888889","0,4277777778","0,3316666667","0,085","0,3313888889","0,2180555556","0,1436111111","0,4141666667","0,7772222222"
ChIJ8wnYC-9_mQARcI4__yOG8TM,"0,3983333333","0,2738888889","0,4302777778","0,3508333333","0,2958333333","0,2886111111","0,2883333333","0,2230555556","0,3091666667","0,2633333333","0,3561111111","0,215","0,3108333333","0,2744444444","0,2772222222","0,2766666667","0,2511111111","0,3975","0,2586111111","0,2186111111","0,1588888889","0,2822222222","0,3408333333","0,3141666667","0,3913888889","0,275","0,2675","0,3661111111",0,"0,3166666667","0,3688888889","0,3555555556","0,4013888889","0,2952777778","0,4044444444","0,2972222222","0,2463888889","0,4394444444","0,7911111111"
ChIJGx7BXoh-mQARK_B4SbrTjTI,"0,2111111111","0,2155555556","0,5791666667","0,335","0,08722222222","0,2880555556","0,3138888889","0,3238888889","0,2891666667","0,3641666667","0,2925","0,3980555556","0,1041666667","0,1194444444","0,2938888889","0,3575","0,3013888889","0,1858333333","0,1419444444","0,1833333333","0,2597222222","0,3219444444","0,2205555556","0,2519444444","0,1855555556","0,07416666667","0,3175","0,2972222222","0,3316666667",0,"0,1661111111","0,4369444444","0,1619444444","0,3","0,2461111111","0,1197222222","0,2952777778","0,1944444444","0,6919444444"
ChIJ0d1kUQp-mQARZ17Wa3A9NKc,"0,04361111111","0,2613888889","0,6355555556","0,3808333333","0,1330555556","0,3338888889","0,3858333333","0,3805555556","0,335","0,4205555556","0,3383333333","0,4547222222","0,2480555556","0,1463888889","0,3397222222","0,4352777778","0,3472222222","0,29","0,2858333333","0,2291666667","0,3163888889","0,3677777778","0,3188888889","0,2977777778","0,2897222222","0,2180555556","0,3633333333","0,3430555556","0,3775","0,1438888889",0,"0,4936111111","0,15","0,3458333333","0,2008333333","0,2222222222","0,3936111111","0,2030555556","0,5680555556"
ChIJfVzFqCPVmwARUBFlJIm6e8k,"0,5286111111","0,4263888889","0,5605555556","0,4863888889","0,4258333333","0,4688888889","0,4216666667","0,3277777778","0,4669444444","0,2825","0,51","0,1794444444","0,4408333333","0,4044444444","0,4575","0,4591666667","0,4127777778","0,5277777778","0,3886111111","0,3925","0,3138888889","0,415","0,4708333333","0,4644444444","0,5213888889","0,4052777778","0,4288888889","0,52","0,3661111111","0,4466666667","0,4988888889",0,"0,5313888889","0,4694444444","0,5344444444","0,4275","0,3791666667","0,5697222222","0,7836111111"
ChIJ6ZhYkbd9mQARJJ0N13gYnw4,"0,1825","0,3155555556","0,6897222222","0,435","0,1872222222","0,3880555556","0,44","0,4347222222","0,3891666667","0,4747222222","0,3925","0,5088888889","0,2558333333","0,2233333333","0,3938888889","0,4894444444","0,4013888889","0,2566666667","0,2722222222","0,2833333333","0,3705555556","0,4219444444","0,3219444444","0,3519444444","0,2505555556","0,2258333333","0,4175","0,3972222222","0,4316666667","0,1516666667","0,1377777778","0,5477777778",0,"0,4","0,3397222222","0,2458333333","0,3966666667","0,1447222222","0,7069444444"
ChIJabwOd29_mQARKGuNjNLqwuM,"0,3055555556","0,08583333333","0,5227777778","0,09388888889","0,2030555556","0,1341666667","0,1288888889","0,3211111111","0,07444444444","0,3613888889","0,1625","0,3294444444","0,2258333333","0,1813888889","0,1227777778","0,2066666667","0,2113888889","0,3402777778","0,2013888889","0,07305555556","0,2572222222","0,1341666667","0,2547222222","0,1302777778","0,3341666667","0,2177777778","0,275","0,1672222222","0,2416666667","0,2236111111","0,2758333333","0,4341666667","0,3086111111",0,"0,3113888889","0,195","0,1961111111","0,3911111111","0,7541666667"
ChIJIVr_4xB-mQARA3_foQEaiIA,"0,1627777778","0,2905555556","0,6638888889","0,41","0,1844444444","0,3630555556","0,4152777778","0,4097222222","0,3641666667","0,45","0,3675","0,4838888889","0,2819444444","0,155","0,3688888889","0,4647222222","0,3763888889","0,3980555556","0,3230555556","0,2583333333","0,3455555556","0,3969444444","0,3480555556","0,3269444444","0,3975","0,2838888889","0,3927777778","0,3722222222","0,4069444444","0,2391666667","0,1908333333","0,5227777778","0,3086111111","0,3752777778",0,"0,2513888889","0,4227777778","0,3616666667","0,46"
ChIJiS4yHPp-mQARAgzgz4kGrs8,"0,2052777778","0,1677777778","0,5530555556","0,2805555556","0,1027777778","0,2338888889","0,2858333333","0,2980555556","0,235","0,3383333333","0,2383333333","0,3722222222","0,06638888889","0,08222222222","0,2394444444","0,3352777778","0,2563888889","0,2477777778","0,1080555556","0,1383333333","0,2338888889","0,2677777778","0,2222222222","0,2058333333","0,2472222222","0,06888888889","0,2725","0,2430555556","0,2866666667","0,1058333333","0,1755555556","0,4111111111","0,2083333333","0,255","0,2088888889",0,"0,2969444444","0,2563888889","0,6547222222"
ChIJ3Vt-cOKBmQARV_PYv8SfH2A,"0,4236111111","0,3325","0,6858333333","0,3755555556","0,2997222222","0,3391666667","0,3066666667","0,4930555556","0,3552777778","0,5333333333","0,3586111111","0,4438888889","0,3052777778","0,3319444444","0,3277777778","0,3502777778","0,3744444444","0,2663888889","0,2652777778","0,2563888889","0,4291666667","0,3044444444","0,2133333333","0,33","0,2602777778","0,2752777778","0,3905555556","0,3633333333","0,4047222222","0,245","0,3788888889","0,5994444444","0,3747222222","0,3825","0,4588888889","0,3208333333",0,"0,3330555556","0,9047222222"
ChIJcSsrEEd8mQARzsVXC8nv8uk,"0,2716666667","0,3258333333","0,6872222222","0,4386111111","0,2788888889","0,3919444444","0,3786111111","0,4322222222","0,3927777778","0,4725","0,3961111111","0,5063888889","0,2775","0,3111111111","0,3975","0,4222222222","0,4152777778","0,1658333333","0,2252777778","0,2975","0,3680555556","0,3763888889","0,2852777778","0,3638888889","0,1597222222","0,2419444444","0,4316666667","0,4011111111","0,4458333333","0,2238888889","0,2266666667","0,5452777778","0,1752777778","0,4130555556","0,4286111111","0,2930555556","0,3597222222",0,"0,7961111111"
ChIJ4zqbyNV_mQAR_BSfApu9sEY,"0,6397222222","0,7675","0,7105555556","0,8866666667","0,6611111111","0,84","0,8919444444","0,6494444444","0,8411111111","0,5872222222","0,8444444444","0,8302777778","0,7588888889","0,6319444444","0,8455555556","0,9413888889","0,8530555556","0,8747222222","0,7997222222","0,7352777778","0,7572222222","0,8738888889","0,8247222222","0,8038888889","0,8741666667","0,7605555556","0,8694444444","0,8491666667","0,8836111111","0,7161111111","0,6677777778","0,7694444444","0,7852777778","0,8519444444","0,5566666667","0,7283333333","0,8994444444","0,8386111111",0
